FieldID,Date,pH,Moisture,Temperature,EC,Nitrogen,Phosphorus,Potassium,OrganicMatter,Rainfall,Cluster,SoilQuality
F01,2025-06-01,4.2,40.46479166666666,23.43541666666667,4.5,0.0,0.0,21.141875000000002,3.22,0.0,1,low
F01,2025-06-02,4.2,44.069583333333334,23.474791666666665,4.5,0.0,0.0,24.359166666666667,3.22,834.24,1,low
F01,2025-06-03,4.2,42.65895833333334,23.5975,4.5,0.0,0.0,27.86791666666667,3.22,0.0,1,low
F01,2025-06-04,4.2,41.07520833333333,23.62291666666667,4.5,0.0,0.0,39.23625,3.22,0.0,1,low
F01,2025-06-05,4.2,39.12020833333333,23.63875,4.5,0.0,0.0,50.16770833333334,3.22,0.0,1,low
F01,2025-06-06,4.2,37.46729166666667,23.550833333333333,4.5,0.0,0.0,60.870000000000005,3.22,0.0,1,low
F01,2025-06-07,4.2,43.255833333333335,23.620833333333334,4.5,0.0,0.0,61.603541666666665,3.22,926.8799999999999,1,low
F01,2025-06-08,4.2,43.17583333333334,23.83083333333333,4.5,0.0,0.0,62.87604166666667,3.22,0.0,1,low
F01,2025-06-09,4.2,44.89729166666667,23.83125,4.5,0.0,0.0,66.886875,3.22,586.5600000000001,1,low
F01,2025-06-10,4.2,42.92645833333333,24.00854166666667,4.5,0.0,0.0,71.10625,3.22,0.0,1,low
F01,2025-06-11,4.2,44.99208333333333,24.032708333333332,4.5,0.0,0.0,59.83208333333334,3.2225,2091.84,1,low
F01,2025-06-12,4.2,43.270624999999995,24.0,4.5,0.0,0.0,50.07916666666667,3.23,0.0,1,low
F01,2025-06-13,4.2,44.94145833333334,23.967708333333334,4.5,0.0,0.0,52.251875000000005,3.23,840.0,1,low
F01,2025-06-14,4.2,44.939375000000005,24.264375,4.5,0.0,0.0,50.48583333333334,3.23,419.04,1,low
F01,2025-06-15,4.2,42.58375,24.296666666666667,4.5,0.0,0.0,56.96729166666666,3.23,0.0,1,low
F01,2025-06-16,4.2,40.34729166666667,24.012083333333333,4.5,0.0,0.0,67.10958333333333,3.23,0.0,1,low
F01,2025-06-17,4.2,44.80083333333334,24.167083333333334,4.5,0.0,0.0,54.975625,3.23,2156.16,1,low
F01,2025-06-18,4.2,45.0,24.425208333333334,4.5,0.0,0.0,31.27395833333333,3.23,1319.04,1,low
F01,2025-06-19,4.2,44.881458333333335,24.376666666666665,4.5,0.0,0.0,26.221458333333334,3.23,359.04,1,low
F01,2025-06-20,4.2,42.586666666666666,24.547708333333333,4.5,0.0,0.0,34.21083333333333,3.23,0.0,1,low
F01,2025-06-21,4.2,40.590624999999996,24.422291666666666,4.5,0.0,0.0,45.12375,3.23,0.0,1,low
F01,2025-06-22,4.2,38.967083333333335,24.421875,4.5,0.0,0.0,55.912708333333335,3.23,0.0,1,low
F01,2025-06-23,4.2,37.27291666666667,24.478125000000002,4.5,0.0,0.0,66.348125,3.23,0.0,1,low
F01,2025-06-24,4.2,36.13291666666667,24.631041666666665,4.5,0.0,0.0,76.24875,3.23,0.0,1,low
F01,2025-06-25,4.2,44.24916666666667,24.621666666666666,4.5,0.0,0.0,61.356458333333336,3.23,2412.0,1,low
F01,2025-06-26,4.2,43.15708333333333,24.599375,4.5,0.0,0.0,48.448125000000005,3.23,0.0,1,low
F01,2025-06-27,4.2,40.80708333333333,24.709374999999998,4.5,0.0,0.0,64.89229166666667,3.2347916666666667,0.0,1,low
F01,2025-06-28,4.2,39.22229166666667,24.819166666666664,4.5,0.0,0.0,86.0675,3.24,0.0,1,low
F01,2025-06-29,4.2,37.205,24.82375,4.5,0.0,0.0,106.335,3.24,0.0,1,low
F01,2025-06-30,4.2,34.99,24.812291666666667,4.5,0.0,0.0,125.99437499999999,3.24,0.0,1,low
F01,2025-07-01,4.2,32.2125,24.956875,4.5,0.0,0.0,144.85145833333334,3.24,0.0,0,high
F01,2025-07-02,4.2,31.11708333333333,25.010833333333334,4.5,0.0,0.0,161.97583333333333,3.24,108.47999999999999,0,high
F01,2025-07-03,4.2,29.341458333333335,24.912291666666665,4.5,0.0,0.0,178.428125,3.24,0.0,0,high
F01,2025-07-04,4.2,27.69729166666667,24.925833333333333,4.5,2.037916666666667,0.0,194.90416666666667,3.24,0.0,0,high
F01,2025-07-05,4.2,25.712083333333336,25.218958333333333,4.5,13.310208333333334,0.0,200.0,3.24,0.0,0,high
F01,2025-07-06,4.2,23.16,24.872500000000002,4.5,24.9675,0.0,200.0,3.24,0.0,0,high
F01,2025-07-07,4.2,20.738541666666666,25.011041666666667,4.5,36.443333333333335,0.0,200.0,3.24,0.0,0,high
F01,2025-07-08,4.2,18.077916666666667,25.302291666666665,4.5,47.45083333333333,0.0,200.0,3.24,0.0,0,high
F01,2025-07-09,4.2,15.849375,25.343125,4.5,57.903124999999996,0.0,200.0,3.24,0.0,0,high
F01,2025-07-10,4.2,14.092916666666667,25.27541666666667,4.5,68.0825,0.0,200.0,3.24,0.0,0,high
F01,2025-07-11,4.2,13.859583333333333,25.440416666666664,4.5,75.53979166666666,0.0,200.0,3.24,230.39999999999998,0,high
F01,2025-07-12,4.2,13.746666666666668,25.46104166666667,4.5,82.81375,0.0,200.0,3.24,0.0,0,high
F01,2025-07-13,4.2,11.970625,25.28125,4.5,91.82166666666666,0.015,200.0,3.2468749999999997,0.0,0,high
F01,2025-07-14,4.2,10.262500000000001,25.474791666666665,4.5,100.60041666666666,3.6875,200.0,3.25,0.0,0,high
F01,2025-07-15,4.2,9.246666666666666,25.455416666666665,4.5,109.26479166666667,10.128958333333333,200.0,3.25,0.0,0,high
F01,2025-07-16,4.2,7.4054166666666665,25.56041666666667,4.5,117.55312500000001,16.36,200.0,3.25,0.0,0,high
F01,2025-07-17,4.2,20.35125,25.398124999999997,4.5,110.52208333333334,7.721041666666667,200.0,3.25,1479.84,0,high
F01,2025-07-18,4.2,32.551875,25.6125,4.5,104.67979166666667,0.6429166666666667,200.0,3.25,0.0,0,high
F01,2025-07-19,4.2,36.095,25.53833333333333,4.5,108.09208333333333,1.1770833333333333,200.0,3.25,501.59999999999997,0,high
F01,2025-07-20,4.2,39.05041666666667,25.751875,4.5,111.74666666666667,2.81875,200.0,3.25,0.0,0,high
F01,2025-07-21,4.2,36.85208333333333,25.69875,4.5,120.013125,9.434375000000001,200.0,3.25,0.0,0,high
F01,2025-07-22,4.2,35.62895833333334,25.888125,4.5,127.77499999999999,15.649583333333332,200.0,3.25,0.0,0,high
F01,2025-07-23,4.2,34.139375,25.849166666666665,4.5,135.360625,21.530833333333334,200.0,3.25,0.0,0,high
F01,2025-07-24,4.2,32.236666666666665,26.094375,4.5,142.63875,27.301041666666666,200.0,3.25,0.0,0,high
F01,2025-07-25,4.2,30.341458333333335,25.898124999999997,4.5,149.55354166666666,33.064791666666665,200.0,3.25,0.0,0,high
F01,2025-07-26,4.2,27.991666666666664,26.003333333333334,4.5,156.31020833333335,38.46479166666666,200.0,3.25,0.0,0,high
